Age,Gender,Location,Language,Education Level,Likes and Reactions,Followed Accounts,Device Usage,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Top Interests,Segment,PCA1,PCA2
55-64,Male,Rural,English,High School,7425,280,Desktop Only,4.0,1.4,0.057,0.04,120,100k+,['Fitness and Wellness'],3,-1.5847339919393777,-0.016877192876478687
35-44,Male,Suburban,Spanish,High School,2259,87,Mobile Only,0.6,4.0,0.056,0.03,86,60k-80k,"['Gourmet Cooking', 'Digital Marketing', 'Travel and Adventure', 'Software Engineering']",3,-1.6407199530772962,-1.6602995510106702
35-44,Male,Rural,English,Master,3930,335,Mobile + Desktop,3.0,6.0,0.005,0.08,48,40k-60k,"['Software Engineering', 'Photography', 'Digital Marketing', 'Gardening']",1,-1.7112839021041644,-0.5491286515836029
55-64,Female,Urban,Hindi,PhD,8413,187,Desktop Only,4.4,4.2,0.151,0.034,6,100k+,['Pet Care'],2,1.675993496318976,2.3396946966578622
35-44,Male,Urban,Mandarin,Master,4468,366,Desktop Only,2.6,6.6,0.168,0.0,21,100k+,['Gardening'],3,-1.263791688745353,1.0675854120286217
18-24,Male,Urban,Mandarin,High School,1417,425,Tablet,0.5,2.3,0.151,0.096,142,0-20k,"['Music Production', 'Software Engineering', 'Travel and Adventure']",3,-1.7947694860485004,-0.8025784302835438
18-24,Male,Urban,Mandarin,Technical,4593,460,Mobile Only,0.5,7.7,0.018,0.059,22,0-20k,"['Gardening', 'Gaming', 'Fitness and Wellness', 'Software Engineering']",3,-0.8755157396792097,0.9075940193895774
45-54,Male,Suburban,Spanish,Master,1330,12,Tablet,2.4,3.7,0.017,0.082,26,0-20k,"['Reading and Literature', 'Eco-Friendly Living', 'Fitness and Wellness', 'Digital Marketing']",3,-1.207978921014767,-1.6632431334919777
45-54,Female,Suburban,English,Master,1233,223,Mobile Only,1.2,3.4,0.053,0.083,87,100k+,"['Music Production', 'Pet Care', 'Eco-Friendly Living', 'Travel and Adventure']",4,2.23909890864415,-1.0202052344701706
45-54,Male,Rural,English,Bachelor,7707,351,Mobile Only,3.5,7.1,0.073,0.007,62,80k-100k,"['DIY Crafts', 'Music Production']",3,-1.2656217736447162,-0.7611085637999705
25-34,Female,Urban,Hindi,High School,1401,83,Mobile + Desktop,3.7,4.9,0.197,0.017,57,100k+,"['Travel and Adventure', 'Reading and Literature']",2,1.3088438730874752,1.2089561458103542
18-24,Female,Rural,Spanish,Technical,2010,60,Desktop Only,1.3,4.6,0.04,0.031,5,20k-40k,"['Reading and Literature', 'Gaming']",0,0.9946576368889234,-0.21916092344645807
18-24,Male,Suburban,Hindi,Master,8182,76,Desktop Only,4.5,6.1,0.011,0.032,65,60k-80k,"['Pet Care', 'Digital Marketing', 'Fashion Modelling', 'Gardening']",3,-0.6328426255840721,-0.8539414058552786
25-34,Male,Urban,English,Master,8207,341,Desktop Only,2.5,5.1,0.098,0.066,163,80k-100k,"['Fitness and Wellness', 'Investing and Finance', 'Data Science']",3,-1.050615305430335,1.354858757462776
35-44,Male,Urban,English,Technical,9797,102,Mobile Only,1.1,2.1,0.104,0.062,35,60k-80k,['Digital Marketing'],3,-1.225755125377431,1.1478655949201797
25-34,Female,Suburban,Mandarin,High School,8070,185,Desktop Only,3.9,5.7,0.113,0.049,70,60k-80k,"['Pet Care', 'Fitness and Wellness', 'Photography']",2,1.5291583169401624,-0.4771939154321322
35-44,Female,Suburban,Spanish,Bachelor,2016,154,Mobile + Desktop,4.1,1.9,0.207,0.021,151,60k-80k,"['Fitness and Wellness', 'Eco-Friendly Living', 'Gaming']",0,1.1979924371963204,-0.07574059296325827
55-64,Female,Suburban,English,Master,7096,16,Mobile Only,3.4,6.6,0.025,0.038,57,0-20k,"['Gourmet Cooking', 'Music Production', 'Gaming', 'Eco-Friendly Living']",4,2.1675237946129036,-1.1371287106264132
25-34,Female,Suburban,Mandarin,Bachelor,2857,278,Mobile Only,4.3,7.9,0.176,0.054,99,60k-80k,"['Reading and Literature', 'Pet Care', 'Travel and Adventure']",2,2.205102937244685,-1.8788561506222383
35-44,Male,Suburban,Spanish,PhD,6564,385,Mobile Only,3.8,3.6,0.084,0.047,154,80k-100k,"['DIY Crafts', 'Data Science', 'Digital Marketing']",0,-1.184466993212423,-1.46722769773111
45-54,Male,Urban,Hindi,High School,278,331,Mobile Only,4.5,4.1,0.077,0.013,27,20k-40k,"['Data Science', 'Fitness and Wellness', 'Music Production']",3,-1.2792080731586895,1.416759923888961
25-34,Female,Suburban,Spanish,PhD,9188,13,Mobile + Desktop,2.5,1.3,0.233,0.065,147,100k+,['Photography'],0,1.3875040083077566,0.6146114295109778
45-54,Male,Urban,Spanish,PhD,6462,147,Desktop Only,3.9,1.1,0.062,0.007,158,80k-100k,"['Music Production', 'Gaming']",0,-1.4113652327791235,1.64669421928677
55-64,Female,Urban,English,PhD,9843,240,Mobile + Desktop,5.0,7.4,0.161,0.038,135,0-20k,['Reading and Literature'],2,1.5004326107377122,0.6398131324428911
55-64,Male,Suburban,English,High School,8783,97,Desktop Only,3.8,1.9,0.069,0.071,91,100k+,"['Reading and Literature', 'Fashion Modelling', 'Digital Marketing', 'Music Production']",3,-1.213206585802129,-1.4114951072480317
18-24,Male,Suburban,Spanish,High School,160,26,Mobile + Desktop,1.0,4.1,0.127,0.002,152,80k-100k,"['Data Science', 'Photography', 'Music Production']",1,-1.5693164493182743,-1.3023618209023562
55-64,Male,Urban,English,Technical,9369,61,Tablet,2.8,6.7,0.197,0.057,129,0-20k,"['Music Production', 'Gardening']",3,-1.1628514426697045,0.5923867403037589
35-44,Male,Suburban,English,Bachelor,6781,143,Tablet,3.1,7.2,0.22,0.033,113,80k-100k,"['Fashion Modelling', 'Digital Marketing', 'Gardening']",3,-1.3061364748301296,-2.7152614669231845
25-34,Male,Suburban,English,Bachelor,2995,220,Tablet,1.3,4.6,0.21,0.001,44,40k-60k,"['Software Engineering', 'Photography']",3,-1.5960748754831642,-0.8685496078449106
35-44,Male,Suburban,Mandarin,Technical,685,334,Tablet,4.8,5.0,0.146,0.019,125,80k-100k,"['Data Science', 'Fashion Modelling', 'DIY Crafts']",3,-1.6588069444004112,-2.552135565239364
65+,Female,Rural,Mandarin,Technical,5923,489,Mobile Only,1.3,5.7,0.062,0.094,43,40k-60k,['Music Production'],4,1.0746343429931657,0.1044892506130636
35-44,Male,Urban,Spanish,PhD,634,467,Mobile Only,1.3,7.7,0.165,0.052,124,80k-100k,"['Gaming', 'Eco-Friendly Living']",0,-1.1701848873104863,0.5596667037607902
25-34,Male,Rural,English,Technical,3562,402,Mobile + Desktop,4.6,5.2,0.177,0.1,22,20k-40k,"['Data Science', 'Gaming', 'Music Production']",1,-1.445551163056539,0.25321710418843796
45-54,Male,Suburban,Mandarin,Master,4111,228,Mobile + Desktop,2.6,4.9,0.003,0.052,173,20k-40k,"['Photography', 'Gaming', 'DIY Crafts']",1,-1.1385588644185753,-0.5423716015554485
25-34,Male,Rural,Spanish,Bachelor,3498,214,Tablet,0.8,1.1,0.11,0.054,159,80k-100k,"['Software Engineering', 'Fashion Modelling']",0,-2.0609191261308557,-1.2001089463444437
18-24,Female,Suburban,English,Technical,2255,220,Desktop Only,3.2,1.6,0.211,0.039,147,0-20k,"['Photography', 'Pet Care']",2,1.8316020315905812,-0.7224544884754454
18-24,Female,Rural,Hindi,Master,6066,286,Tablet,3.2,5.0,0.122,0.031,41,80k-100k,"['Data Science', 'Software Engineering', 'Eco-Friendly Living']",4,0.9985100120980664,-1.5350630982339615
18-24,Female,Suburban,English,Master,7429,33,Mobile + Desktop,0.8,7.6,0.078,0.025,9,20k-40k,['Fashion Modelling'],2,1.337634484737572,-1.1282712689997167
25-34,Male,Rural,English,Master,7057,495,Tablet,4.9,7.1,0.218,0.034,77,40k-60k,"['Gaming', 'DIY Crafts', 'Reading and Literature', 'Fashion Modelling']",3,-1.5982749146964628,-1.0759025559481419
18-24,Male,Rural,Mandarin,Master,9296,13,Mobile + Desktop,2.9,7.9,0.039,0.046,139,80k-100k,"['Gourmet Cooking', 'Music Production']",1,-1.4583342139312296,-1.0691225664697745
45-54,Male,Rural,Spanish,PhD,5425,161,Tablet,3.0,4.7,0.052,0.019,45,40k-60k,"['Fitness and Wellness', 'Digital Marketing', 'Music Production', 'Photography']",3,-2.035259371213912,0.13915259572414132
25-34,Female,Urban,Spanish,Master,8618,452,Desktop Only,2.8,6.5,0.172,0.022,14,40k-60k,"['Fitness and Wellness', 'Reading and Literature', 'Investing and Finance', 'DIY Crafts']",0,1.1560370134548255,2.690847778391801
25-34,Male,Rural,Mandarin,PhD,4803,492,Tablet,3.2,6.9,0.088,0.027,158,100k+,['Reading and Literature'],3,-1.5256723871810545,-1.660943525952691
55-64,Male,Urban,English,PhD,2806,268,Desktop Only,1.7,5.5,0.178,0.045,72,40k-60k,['Software Engineering'],3,-1.6515534159784218,1.4392910359877809
35-44,Female,Suburban,Hindi,Master,101,333,Desktop Only,1.8,3.4,0.039,0.065,28,80k-100k,"['Eco-Friendly Living', 'Fashion Modelling', 'DIY Crafts']",0,1.4054096183675273,-1.1251805918372064
45-54,Female,Rural,English,Bachelor,9325,366,Mobile + Desktop,2.8,4.3,0.063,0.086,82,60k-80k,"['Gardening', 'Music Production', 'Pet Care']",4,1.523585180273262,0.13209556614365367
25-34,Male,Suburban,English,Master,8416,177,Desktop Only,4.1,7.0,0.039,0.029,173,100k+,['Gaming'],3,-0.6394446721351223,-0.35726993499848897
25-34,Male,Suburban,Hindi,Master,1204,185,Mobile Only,0.7,3.1,0.238,0.018,149,80k-100k,['Eco-Friendly Living'],3,-0.6246214199906276,-1.0194894864055848
18-24,Female,Rural,Mandarin,Master,1961,319,Mobile Only,3.2,7.5,0.101,0.038,113,20k-40k,['Fitness and Wellness'],4,1.4393292557457464,-1.293102827201909
25-34,Male,Urban,Spanish,Bachelor,5369,300,Mobile Only,4.1,2.6,0.084,0.089,28,100k+,"['Eco-Friendly Living', 'Investing and Finance', 'Digital Marketing', 'Reading and Literature']",3,-0.9099399707232727,1.6524679450535185
25-34,Male,Rural,Mandarin,High School,7043,488,Mobile + Desktop,1.2,6.2,0.004,0.001,159,100k+,"['Gourmet Cooking', 'Fitness and Wellness', 'Digital Marketing']",1,-1.6841518262845308,0.03263257892399579
25-34,Male,Suburban,Mandarin,High School,8420,65,Mobile Only,0.6,5.4,0.038,0.068,11,40k-60k,"['Software Engineering', 'Gourmet Cooking']",3,-1.372146687837439,-0.6829787231358251
18-24,Male,Suburban,English,PhD,537,117,Mobile + Desktop,1.9,6.2,0.105,0.048,77,100k+,"['Travel and Adventure', 'Gardening', 'Digital Marketing']",1,-0.9818358203084898,-1.5068710861052195
18-24,Male,Rural,Spanish,PhD,4946,482,Mobile + Desktop,3.1,4.1,0.017,0.016,111,0-20k,['Investing and Finance'],1,-1.715910288283773,-0.19628425700961974
35-44,Female,Urban,Spanish,Bachelor,3229,305,Mobile Only,1.1,7.5,0.128,0.032,103,60k-80k,['Pet Care'],0,1.5736170018119615,1.191143613158312
25-34,Female,Urban,Mandarin,Technical,9513,470,Desktop Only,2.4,5.4,0.114,0.022,126,60k-80k,"['Fitness and Wellness', 'Data Science', 'Music Production']",2,1.3917867971307907,2.181775729861659
25-34,Male,Suburban,Hindi,High School,8181,333,Tablet,3.0,3.0,0.192,0.088,16,0-20k,"['Software Engineering', 'Eco-Friendly Living']",3,-1.467989370946476,-1.1112603376539476
35-44,Female,Suburban,Mandarin,PhD,1001,311,Mobile + Desktop,3.2,5.5,0.165,0.048,89,60k-80k,"['Eco-Friendly Living', 'Software Engineering', 'Music Production', 'Gaming']",2,0.9720302712495256,-1.499569747340833
45-54,Female,Urban,Hindi,High School,5498,343,Mobile Only,1.7,3.0,0.111,0.056,7,40k-60k,"['Travel and Adventure', 'Photography', 'Eco-Friendly Living']",4,1.5428739793159014,2.14376972374956
18-24,Male,Rural,Spanish,Bachelor,6778,150,Mobile + Desktop,2.3,3.1,0.056,0.059,83,40k-60k,"['Investing and Finance', 'Digital Marketing', 'Gaming']",1,-1.6708454191378819,0.72031468426675
45-54,Male,Suburban,Mandarin,Bachelor,5629,164,Desktop Only,4.0,3.8,0.182,0.064,89,60k-80k,"['Reading and Literature', 'Gardening']",3,-0.9025429633157589,-1.1391174510267956
45-54,Female,Urban,English,Technical,6704,271,Desktop Only,4.7,7.0,0.177,0.05,14,0-20k,"['Gardening', 'Investing and Finance', 'Gaming']",4,1.7213706933904533,1.7710026659079408
18-24,Male,Suburban,Mandarin,Technical,4018,282,Mobile Only,4.4,4.5,0.038,0.002,37,20k-40k,"['DIY Crafts', 'Digital Marketing']",3,-1.0917956655311662,-1.3152373570643985
55-64,Male,Rural,Spanish,Bachelor,1167,429,Mobile + Desktop,3.0,5.8,0.229,0.033,50,60k-80k,['DIY Crafts'],1,-1.7675038692775964,0.3011115871946743
55-64,Male,Urban,English,PhD,126,241,Tablet,2.3,3.7,0.016,0.018,63,60k-80k,"['Photography', 'Eco-Friendly Living']",3,-1.51214263535258,0.23471733054413985
18-24,Male,Suburban,English,High School,7037,250,Tablet,2.0,2.8,0.014,0.068,56,0-20k,"['Data Science', 'Fashion Modelling', 'Gourmet Cooking', 'Photography']",3,-1.38715119911721,-1.9964313418291848
25-34,Male,Rural,Hindi,Master,7364,364,Mobile + Desktop,1.1,7.7,0.047,0.006,10,20k-40k,"['Digital Marketing', 'Gourmet Cooking', 'Fashion Modelling']",1,-1.5580278954317675,0.39096545863452004
55-64,Female,Suburban,English,Technical,7218,346,Mobile + Desktop,1.0,5.2,0.227,0.056,134,20k-40k,"['Music Production', 'Fitness and Wellness', 'Digital Marketing', 'Reading and Literature']",2,1.5019094294411972,-0.6162422183610038
45-54,Female,Rural,English,Master,647,498,Mobile + Desktop,3.6,7.5,0.13,0.021,33,60k-80k,"['Gaming', 'Data Science']",4,1.3641742689517562,-0.47600099711353183
25-34,Male,Rural,Mandarin,PhD,8858,267,Mobile Only,1.7,2.4,0.197,0.095,123,40k-60k,"['Digital Marketing', 'Gourmet Cooking', 'Data Science']",3,-1.3426256163475776,-0.04880435112313766
25-34,Female,Urban,Spanish,Technical,8995,258,Desktop Only,1.6,2.0,0.057,0.034,172,80k-100k,"['Digital Marketing', 'DIY Crafts', 'Fitness and Wellness']",0,1.2229942793338824,2.354681853117094
25-34,Male,Rural,Hindi,Master,5438,86,Tablet,5.0,7.0,0.123,0.033,101,20k-40k,['Eco-Friendly Living'],3,-1.546845736653165,-0.7138221295837729
35-44,Female,Suburban,Mandarin,PhD,3240,189,Mobile Only,1.3,5.8,0.09,0.092,72,60k-80k,"['Travel and Adventure', 'Data Science', 'Fashion Modelling', 'Gourmet Cooking']",4,1.513665069035016,-1.9671802725245793
45-54,Male,Rural,English,High School,8096,75,Mobile + Desktop,1.2,2.3,0.207,0.042,161,0-20k,"['Investing and Finance', 'Music Production']",1,-1.9151960818841771,-0.40381539377295333
25-34,Male,Rural,English,PhD,1690,317,Mobile + Desktop,0.9,2.9,0.006,0.096,64,60k-80k,"['Investing and Finance', 'Fitness and Wellness', 'Pet Care']",1,-1.5203780067091446,-0.015225701263276444
35-44,Male,Urban,Hindi,Technical,7876,357,Desktop Only,3.1,6.6,0.061,0.002,128,0-20k,"['Fitness and Wellness', 'Gourmet Cooking', 'DIY Crafts', 'Investing and Finance']",3,-1.4779700755444092,2.5290232300303894
45-54,Female,Rural,Spanish,Bachelor,5043,180,Mobile + Desktop,3.3,4.2,0.038,0.031,88,40k-60k,['Investing and Finance'],4,0.8666524332265988,1.0163832103443944
18-24,Female,Rural,Hindi,High School,9097,483,Mobile Only,2.1,5.7,0.215,0.067,45,80k-100k,"['Gardening', 'Data Science']",4,1.6565969691505642,-0.9913444111211179
25-34,Female,Suburban,Mandarin,Master,7898,31,Mobile Only,2.9,3.2,0.117,0.089,117,100k+,['Pet Care'],2,2.234252799118372,-0.7993481998297228
45-54,Male,Urban,Hindi,Technical,3891,376,Desktop Only,4.0,3.7,0.101,0.026,69,0-20k,"['Gardening', 'Investing and Finance', 'Eco-Friendly Living']",3,-1.0104822225969612,2.316900335849166
55-64,Female,Urban,English,Bachelor,1457,116,Mobile Only,4.2,7.9,0.112,0.093,83,60k-80k,"['Reading and Literature', 'Photography']",4,1.9790729732652719,0.2596202100320971
35-44,Male,Urban,Mandarin,PhD,8192,448,Tablet,4.8,2.7,0.243,0.059,67,40k-60k,"['Reading and Literature', 'Eco-Friendly Living']",3,-1.7898160358412118,0.2895710731556046
35-44,Male,Rural,English,Bachelor,3325,332,Mobile Only,4.2,4.5,0.213,0.08,152,20k-40k,"['Fashion Modelling', 'Music Production']",3,-1.532843742201716,-1.2347779301496098
18-24,Male,Urban,Spanish,Technical,2560,236,Mobile Only,3.0,6.9,0.177,0.04,122,40k-60k,"['Travel and Adventure', 'Music Production']",3,-1.1243818000321222,1.7114050914401706
35-44,Female,Rural,English,Technical,8837,453,Mobile Only,1.3,2.7,0.073,0.021,41,20k-40k,['Software Engineering'],4,0.8768094790786986,-0.52882906923829
35-44,Female,Rural,English,Bachelor,2828,451,Tablet,0.9,3.9,0.041,0.091,68,60k-80k,"['Gourmet Cooking', 'Eco-Friendly Living']",4,0.937754523533712,-1.2552604713961188
25-34,Female,Suburban,Hindi,PhD,6826,405,Mobile + Desktop,0.7,5.3,0.23,0.093,90,0-20k,"['Data Science', 'Gourmet Cooking', 'Pet Care', 'Fitness and Wellness']",2,1.85924992505174,0.5108407888006253
25-34,Female,Suburban,English,Bachelor,7581,225,Mobile Only,3.5,4.4,0.106,0.05,137,40k-60k,"['Gourmet Cooking', 'Gaming']",4,2.0823643459412877,-0.06017960188707136
25-34,Female,Suburban,Mandarin,Technical,6530,78,Desktop Only,4.1,4.2,0.07,0.001,38,0-20k,"['Eco-Friendly Living', 'Gaming', 'Reading and Literature', 'Photography']",2,1.7009505275683747,-0.6171257649573276
18-24,Male,Suburban,Mandarin,Technical,3214,93,Tablet,2.8,3.5,0.118,0.011,43,60k-80k,"['DIY Crafts', 'Digital Marketing']",3,-1.5277549659130871,-1.8640509511575776
25-34,Male,Suburban,Spanish,Master,716,112,Desktop Only,0.7,5.1,0.229,0.057,71,80k-100k,"['Digital Marketing', 'Reading and Literature', 'Gourmet Cooking', 'Investing and Finance']",0,-1.106209008587168,-1.1432376151701298
25-34,Male,Rural,Mandarin,Master,3744,48,Mobile Only,2.9,5.4,0.097,0.002,66,60k-80k,['Pet Care'],3,-1.1165731548137041,-0.9666337711947868
25-34,Male,Rural,Hindi,High School,6513,22,Desktop Only,4.7,5.6,0.141,0.04,92,20k-40k,"['Fashion Modelling', 'Data Science']",3,-1.8263887207054397,-0.14488358055008518
18-24,Female,Urban,Spanish,Technical,1303,306,Mobile Only,3.2,1.5,0.201,0.03,156,80k-100k,['DIY Crafts'],0,1.4782986381238803,1.0405647554756896
55-64,Male,Rural,Mandarin,Master,2665,322,Tablet,4.1,5.4,0.107,0.071,135,60k-80k,"['Reading and Literature', 'Pet Care', 'Gaming']",3,-1.1465778889352394,-2.1156231746061156
35-44,Female,Rural,Hindi,Bachelor,3274,190,Desktop Only,4.1,7.7,0.058,0.006,113,80k-100k,"['Digital Marketing', 'Fitness and Wellness', 'Gourmet Cooking']",0,1.1646347588044157,-0.41746840696492654
45-54,Male,Suburban,Mandarin,PhD,3181,277,Desktop Only,4.7,4.8,0.249,0.049,93,40k-60k,"['Investing and Finance', 'Travel and Adventure', 'Eco-Friendly Living']",3,-1.3591584474318048,-0.4493633466227715
45-54,Female,Rural,Mandarin,Bachelor,2730,22,Mobile Only,4.0,6.0,0.239,0.058,71,100k+,"['Reading and Literature', 'Software Engineering']",4,1.2589272912057246,-1.2207542545871457
35-44,Female,Suburban,English,PhD,3261,129,Mobile Only,3.9,4.9,0.211,0.062,83,20k-40k,"['Music Production', 'Reading and Literature', 'Pet Care', 'Digital Marketing']",2,1.6384805265362028,-2.3286347878708757
18-24,Female,Urban,Mandarin,Master,4421,467,Mobile + Desktop,1.6,7.0,0.172,0.041,33,60k-80k,['Digital Marketing'],2,1.4370877198300462,0.7242037500215843
35-44,Female,Urban,Mandarin,High School,8961,362,Mobile Only,0.8,7.5,0.074,0.03,78,40k-60k,['Gourmet Cooking'],4,1.201960993598197,1.0566900464416142
35-44,Female,Rural,Hindi,Bachelor,6369,66,Mobile Only,2.8,2.3,0.228,0.068,36,20k-40k,"['Eco-Friendly Living', 'Travel and Adventure', 'DIY Crafts']",4,1.0414089197305871,-0.15758807945040246
45-54,Male,Urban,Hindi,Bachelor,7199,49,Mobile + Desktop,1.1,4.1,0.069,0.085,91,80k-100k,['Fashion Modelling'],1,-1.2242572080936271,1.7795865688805215
35-44,Female,Rural,English,Bachelor,7476,383,Mobile Only,4.8,3.7,0.2,0.069,43,0-20k,"['Travel and Adventure', 'Music Production', 'Fashion Modelling']",4,1.3127555451081985,-1.2175632955662337
18-24,Female,Urban,Mandarin,PhD,4178,345,Mobile Only,1.8,3.8,0.23,0.093,141,20k-40k,"['Music Production', 'Photography', 'Gaming']",2,1.6294512400705614,0.7000182677733089
25-34,Female,Suburban,English,Master,5901,137,Mobile + Desktop,4.3,1.9,0.151,0.072,105,100k+,"['Digital Marketing', 'Fashion Modelling', 'Music Production']",2,1.6354588531006287,-0.6678481931179354
25-34,Female,Suburban,Mandarin,Bachelor,4251,182,Tablet,2.2,6.7,0.201,0.076,146,20k-40k,['Investing and Finance'],2,1.3427577623237636,-1.6106823246405386
45-54,Male,Suburban,Spanish,Bachelor,9011,44,Tablet,2.0,1.3,0.198,0.017,72,40k-60k,"['Music Production', 'Gardening']",3,-1.4423649261638145,-0.030240658423793372
35-44,Male,Suburban,Spanish,High School,2700,268,Mobile Only,4.7,4.7,0.048,0.042,152,60k-80k,['Data Science'],3,-1.2364318426567718,-1.4982870711241496
25-34,Male,Rural,English,High School,6275,385,Mobile Only,2.1,5.6,0.167,0.049,32,40k-60k,"['Data Science', 'DIY Crafts', 'Reading and Literature', 'Software Engineering']",3,-1.8085677101773228,-0.8411602642805586
65+,Female,Urban,English,Master,766,14,Mobile + Desktop,2.3,2.5,0.023,0.026,18,20k-40k,"['Digital Marketing', 'Fashion Modelling', 'Music Production']",2,0.6619606634328052,0.761962205425422
45-54,Male,Rural,English,Master,383,227,Mobile + Desktop,1.0,7.3,0.127,0.053,176,40k-60k,"['Gaming', 'Gourmet Cooking']",1,-1.3761964650416254,0.1345386586522011
25-34,Female,Suburban,Hindi,Technical,5940,20,Tablet,3.5,6.9,0.041,0.029,81,40k-60k,"['Software Engineering', 'Data Science']",2,1.2722915662985697,-0.38342239909206094
18-24,Male,Rural,Hindi,High School,3665,391,Desktop Only,1.8,4.3,0.104,0.069,120,40k-60k,['Fashion Modelling'],3,-1.6786318028937528,-0.02102813813433741
25-34,Male,Urban,Hindi,Technical,4693,336,Mobile Only,3.1,3.9,0.208,0.047,171,60k-80k,"['Fitness and Wellness', 'Data Science', 'Investing and Finance']",3,-0.8708396621385253,2.267683331356712
25-34,Male,Rural,English,PhD,1565,126,Desktop Only,3.2,2.7,0.247,0.046,32,60k-80k,"['Software Engineering', 'Eco-Friendly Living']",3,-1.9862114043188575,-0.5437455451822923
25-34,Female,Urban,Mandarin,Technical,8421,193,Desktop Only,3.7,6.1,0.079,0.098,93,40k-60k,['Data Science'],2,1.464860596131567,2.2582135720190895
25-34,Male,Rural,Spanish,Bachelor,4834,403,Mobile + Desktop,3.9,1.9,0.133,0.039,36,20k-40k,['Gaming'],1,-1.6455391948015874,0.7992973197117634
25-34,Male,Urban,English,Technical,6357,371,Mobile Only,2.8,5.8,0.128,0.036,141,40k-60k,['Gourmet Cooking'],3,-0.9122542487247353,2.116502840422974
25-34,Female,Urban,Hindi,Master,7466,125,Mobile Only,2.0,6.9,0.239,0.032,160,40k-60k,"['Software Engineering', 'Fitness and Wellness', 'Reading and Literature', 'DIY Crafts']",2,1.4579727825723772,1.798521952195766
55-64,Female,Suburban,Hindi,PhD,3772,171,Mobile + Desktop,4.3,2.6,0.12,0.089,99,100k+,"['Gaming', 'Music Production', 'Fashion Modelling', 'Gardening']",2,1.8654421185879926,-0.1938573834620159
18-24,Male,Urban,English,Bachelor,7482,76,Desktop Only,1.9,7.1,0.175,0.05,21,20k-40k,"['Gardening', 'Fitness and Wellness', 'DIY Crafts', 'Gourmet Cooking']",3,-1.4166853319615742,1.8136911513098508
35-44,Male,Suburban,English,Technical,6687,209,Mobile + Desktop,2.8,1.2,0.23,0.06,121,20k-40k,"['Fashion Modelling', 'Eco-Friendly Living', 'Data Science']",1,-1.634653883485243,-0.5359222617487854
35-44,Female,Suburban,Hindi,PhD,1092,40,Tablet,2.3,7.4,0.093,0.018,81,0-20k,['Photography'],2,1.2960213894398454,-1.809149676980097
65+,Female,Suburban,Mandarin,PhD,6958,84,Mobile Only,4.3,1.8,0.226,0.054,59,20k-40k,['DIY Crafts'],4,1.0107598122163004,-1.114646125705464
18-24,Female,Rural,Hindi,Bachelor,2221,246,Tablet,2.4,5.5,0.229,0.027,14,60k-80k,"['Data Science', 'Reading and Literature', 'Gaming', 'Fashion Modelling']",4,1.1376135108637682,-1.4765059841577213
25-34,Male,Rural,Hindi,Technical,2323,336,Mobile + Desktop,2.2,2.8,0.233,0.073,84,40k-60k,"['Gaming', 'Gourmet Cooking']",1,-1.3707055577126235,1.5660343811788804
65+,Male,Rural,English,PhD,4622,75,Mobile Only,3.6,6.9,0.068,0.083,138,100k+,"['Gourmet Cooking', 'Travel and Adventure', 'Digital Marketing', 'Data Science']",3,-1.465488836649017,-0.9773412668789188
55-64,Female,Rural,Mandarin,PhD,3288,79,Tablet,3.2,4.6,0.1,0.071,120,80k-100k,['Reading and Literature'],0,1.035354322829159,-2.7216389664826783
55-64,Female,Urban,Hindi,High School,3337,306,Tablet,1.0,1.9,0.218,0.073,173,20k-40k,['Travel and Adventure'],2,1.1383776882805374,0.4857471348574788
25-34,Female,Urban,Hindi,PhD,4236,456,Desktop Only,2.8,5.0,0.09,0.051,83,80k-100k,"['Fashion Modelling', 'Travel and Adventure', 'Gardening', 'Gaming']",0,1.779596443428942,1.1998049272021478
25-34,Female,Rural,Spanish,High School,443,425,Mobile Only,3.8,3.9,0.15,0.071,64,80k-100k,"['Pet Care', 'Digital Marketing']",0,1.4449289509330563,-1.1656831352689896
45-54,Male,Urban,English,Technical,4804,29,Tablet,5.0,5.6,0.03,0.042,46,0-20k,"['Fashion Modelling', 'Gourmet Cooking', 'Travel and Adventure', 'Investing and Finance']",3,-1.4835619928445636,0.536479823033259
55-64,Male,Urban,Spanish,Technical,4923,450,Tablet,3.3,7.2,0.014,0.065,120,20k-40k,"['Software Engineering', 'Digital Marketing']",3,-1.6486354474491642,0.8683369116016516
35-44,Male,Suburban,Spanish,Technical,5020,235,Desktop Only,2.2,3.9,0.103,0.026,113,100k+,"['Data Science', 'Gourmet Cooking']",3,-1.325904508781208,0.38110298677731397
35-44,Female,Suburban,Hindi,Master,3301,443,Tablet,1.5,3.0,0.145,0.007,75,60k-80k,"['DIY Crafts', 'Reading and Literature', 'Travel and Adventure']",4,1.32615096147038,-1.962375317618561
25-34,Female,Suburban,English,Technical,5571,473,Tablet,4.4,1.1,0.098,0.041,160,100k+,['Investing and Finance'],2,1.6166931232786905,-0.7959040336989907
45-54,Female,Suburban,Mandarin,PhD,988,418,Tablet,4.2,5.0,0.144,0.046,106,80k-100k,"['Digital Marketing', 'Reading and Literature', 'Gardening']",0,1.6282653149707822,-3.2059964603139153
